STT,MaHP,TenHP,SoTinChi,HocKy,NamHoc,MaLop,LichHoc,MaGV,GiangVien,MaKhoa,NgayBatDau,NgayKetThuc
535,C22204301,Cơ sở ngành chuyên sâu SH,4,2,2022-2023,SH03,T2(6-9)-P.cs2:B201,GV0401,TS. Huỳnh Bảo Huy,SH,2022-01-15,2023-05-30
536,C22204302,Phương pháp nghiên cứu chuyên ngành SH,3,2,2022-2023,SH03,T3(6-8)-P.cs2:B202,GV0402,ThS. Phan Khánh Trang,SH,2022-01-15,2023-05-30
537,C22204303,Thực hành cơ sở chuyên ngành SH,3,2,2022-2023,SH03,T4(6-8)-P.cs2:B203,GV0501,TS. Phan Nhật An,SH,2022-01-15,2023-05-30
538,C22204304,Ứng dụng chuyên ngành SH,3,2,2022-2023,SH03,T5(6-8)-P.cs2:B204,GV0502,ThS. Vũ Thị Bích,SH,2022-01-15,2023-05-30
539,C22204305,Seminar học thuật SH,2,2,2022-2023,SH03,T6(6-7)-P.cs2:B205,GV0601,TS. Vũ Minh Dũng,SH,2022-01-15,2023-05-30
540,C22204306,Dự án học phần SH,2,2,2022-2023,SH03,T7(6-7)-P.cs2:B206,GV0602,ThS. Võ Thanh Giang,SH,2022-01-15,2023-05-30
541,C22204401,Cơ sở ngành chuyên sâu SH,4,2,2022-2023,SH04,T2(6-9)-P.cs2:B201,GV0701,TS. Võ Anh Long,SH,2022-01-15,2023-05-30
542,C22204402,Phương pháp nghiên cứu chuyên ngành SH,3,2,2022-2023,SH04,T3(6-8)-P.cs2:B202,GV0702,ThS. Đặng Phương Hương,SH,2022-01-15,2023-05-30
543,C22204403,Thực hành cơ sở chuyên ngành SH,3,2,2022-2023,SH04,T4(6-8)-P.cs2:B203,GV0801,TS. Đặng Hữu Quân,SH,2022-01-15,2023-05-30
544,C22204404,Ứng dụng chuyên ngành SH,3,2,2022-2023,SH04,T5(6-8)-P.cs2:B204,GV0802,ThS. Bùi Bảo Mai,SH,2022-01-15,2023-05-30
545,C22204405,Seminar học thuật SH,2,2,2022-2023,SH04,T6(6-7)-P.cs2:B205,GV0901,TS. Bùi Tuấn Việt,SH,2022-01-15,2023-05-30
546,C22204501,Cơ sở ngành chuyên sâu SH,4,2,2022-2023,SH05,T2(6-9)-P.cs2:B201,GV0902,ThS. Đỗ Mỹ Thảo,SH,2022-01-15,2023-05-30
547,C22204502,Phương pháp nghiên cứu chuyên ngành SH,3,2,2022-2023,SH05,T3(6-8)-P.cs2:B202,GV1001,TS. Đỗ Bảo Đạt,SH,2022-01-15,2023-05-30
548,C22204503,Thực hành cơ sở chuyên ngành SH,3,2,2022-2023,SH05,T4(6-8)-P.cs2:B203,GV1002,ThS. Hồ Khánh Anh,SH,2022-01-15,2023-05-30
549,C22204504,Ứng dụng chuyên ngành SH,3,2,2022-2023,SH05,T5(6-8)-P.cs2:B204,GV1101,TS. Hồ Nhật Cường,SH,2022-01-15,2023-05-30
550,C22204505,Seminar học thuật SH,2,2,2022-2023,SH05,T6(6-7)-P.cs2:B205,GV1102,ThS. Ngô Thị Dung,SH,2022-01-15,2023-05-30
551,C22204506,Dự án học phần SH,2,2,2022-2023,SH05,T7(6-7)-P.cs2:B206,GV0101,TS. Lê Anh Hải,SH,2022-01-15,2023-05-30
552,C22204601,Cơ sở ngành chuyên sâu TTH,4,2,2022-2023,TTH01,T2(6-9)-P.cs2:B201,GV0102,ThS. Phạm Phương Hà,TTH,2022-01-15,2023-05-30
553,C22204602,Phương pháp nghiên cứu chuyên ngành TTH,3,2,2022-2023,TTH01,T3(6-8)-P.cs2:B202,GV0201,TS. Phạm Hữu Nam,TTH,2022-01-15,2023-05-30
554,C22204603,Thực hành cơ sở chuyên ngành TTH,3,2,2022-2023,TTH01,T4(6-8)-P.cs2:B203,GV0202,ThS. Hoàng Bảo Lan,TTH,2022-01-15,2023-05-30
555,C22204604,Ứng dụng chuyên ngành TTH,3,2,2022-2023,TTH01,T5(6-8)-P.cs2:B204,GV0301,TS. Hoàng Tuấn Sơn,TTH,2022-01-15,2023-05-30
556,C22204605,Seminar học thuật TTH,2,2,2022-2023,TTH01,T6(6-7)-P.cs2:B205,GV0302,ThS. Huỳnh Mỹ My,TTH,2022-01-15,2023-05-30
557,C22204701,Cơ sở ngành chuyên sâu TTH,4,2,2022-2023,TTH02,T2(6-9)-P.cs2:B201,GV0401,TS. Huỳnh Bảo Huy,TTH,2022-01-15,2023-05-30
558,C22204702,Phương pháp nghiên cứu chuyên ngành TTH,3,2,2022-2023,TTH02,T3(6-8)-P.cs2:B202,GV0402,ThS. Phan Khánh Trang,TTH,2022-01-15,2023-05-30
559,C22204703,Thực hành cơ sở chuyên ngành TTH,3,2,2022-2023,TTH02,T4(6-8)-P.cs2:B203,GV0501,TS. Phan Nhật An,TTH,2022-01-15,2023-05-30
560,C22204704,Ứng dụng chuyên ngành TTH,3,2,2022-2023,TTH02,T5(6-8)-P.cs2:B204,GV0502,ThS. Vũ Thị Bích,TTH,2022-01-15,2023-05-30
561,C22204705,Seminar học thuật TTH,2,2,2022-2023,TTH02,T6(6-7)-P.cs2:B205,GV0601,TS. Vũ Minh Dũng,TTH,2022-01-15,2023-05-30
562,C22204706,Dự án học phần TTH,2,2,2022-2023,TTH02,T7(6-7)-P.cs2:B206,GV0602,ThS. Võ Thanh Giang,TTH,2022-01-15,2023-05-30
563,C22204801,Cơ sở ngành chuyên sâu TTH,4,2,2022-2023,TTH03,T2(6-9)-P.cs2:B201,GV0701,TS. Võ Anh Long,TTH,2022-01-15,2023-05-30
564,C22204802,Phương pháp nghiên cứu chuyên ngành TTH,3,2,2022-2023,TTH03,T3(6-8)-P.cs2:B202,GV0702,ThS. Đặng Phương Hương,TTH,2022-01-15,2023-05-30
565,C22204803,Thực hành cơ sở chuyên ngành TTH,3,2,2022-2023,TTH03,T4(6-8)-P.cs2:B203,GV0801,TS. Đặng Hữu Quân,TTH,2022-01-15,2023-05-30
566,C22204804,Ứng dụng chuyên ngành TTH,3,2,2022-2023,TTH03,T5(6-8)-P.cs2:B204,GV0802,ThS. Bùi Bảo Mai,TTH,2022-01-15,2023-05-30
567,C22204805,Seminar học thuật TTH,2,2,2022-2023,TTH03,T6(6-7)-P.cs2:B205,GV0901,TS. Bùi Tuấn Việt,TTH,2022-01-15,2023-05-30
568,C22204901,Cơ sở ngành chuyên sâu TTH,4,2,2022-2023,TTH04,T2(6-9)-P.cs2:B201,GV0902,ThS. Đỗ Mỹ Thảo,TTH,2022-01-15,2023-05-30
569,C22204902,Phương pháp nghiên cứu chuyên ngành TTH,3,2,2022-2023,TTH04,T3(6-8)-P.cs2:B202,GV1001,TS. Đỗ Bảo Đạt,TTH,2022-01-15,2023-05-30
570,C22204903,Thực hành cơ sở chuyên ngành TTH,3,2,2022-2023,TTH04,T4(6-8)-P.cs2:B203,GV1002,ThS. Hồ Khánh Anh,TTH,2022-01-15,2023-05-30
571,C22204904,Ứng dụng chuyên ngành TTH,3,2,2022-2023,TTH04,T5(6-8)-P.cs2:B204,GV1101,TS. Hồ Nhật Cường,TTH,2022-01-15,2023-05-30
572,C22204905,Seminar học thuật TTH,2,2,2022-2023,TTH04,T6(6-7)-P.cs2:B205,GV1102,ThS. Ngô Thị Dung,TTH,2022-01-15,2023-05-30
573,C22204906,Dự án học phần TTH,2,2,2022-2023,TTH04,T7(6-7)-P.cs2:B206,GV0101,TS. Lê Anh Hải,TTH,2022-01-15,2023-05-30
574,C22205001,Cơ sở ngành chuyên sâu TTH,4,2,2022-2023,TTH05,T2(6-9)-P.cs2:B201,GV0102,ThS. Phạm Phương Hà,TTH,2022-01-15,2023-05-30
575,C22205002,Phương pháp nghiên cứu chuyên ngành TTH,3,2,2022-2023,TTH05,T3(6-8)-P.cs2:B202,GV0201,TS. Phạm Hữu Nam,TTH,2022-01-15,2023-05-30
576,C22205003,Thực hành cơ sở chuyên ngành TTH,3,2,2022-2023,TTH05,T4(6-8)-P.cs2:B203,GV0202,ThS. Hoàng Bảo Lan,TTH,2022-01-15,2023-05-30
577,C22205004,Ứng dụng chuyên ngành TTH,3,2,2022-2023,TTH05,T5(6-8)-P.cs2:B204,GV0301,TS. Hoàng Tuấn Sơn,TTH,2022-01-15,2023-05-30
578,C22205005,Seminar học thuật TTH,2,2,2022-2023,TTH05,T6(6-7)-P.cs2:B205,GV0302,ThS. Huỳnh Mỹ My,TTH,2022-01-15,2023-05-30
579,C22205101,Cơ sở ngành chuyên sâu VL,4,2,2022-2023,VL01,T2(6-9)-P.cs2:B201,GV0401,TS. Huỳnh Bảo Huy,VL,2022-01-15,2023-05-30
580,C22205102,Phương pháp nghiên cứu chuyên ngành VL,3,2,2022-2023,VL01,T3(6-8)-P.cs2:B202,GV0402,ThS. Phan Khánh Trang,VL,2022-01-15,2023-05-30
581,C22205103,Thực hành cơ sở chuyên ngành VL,3,2,2022-2023,VL01,T4(6-8)-P.cs2:B203,GV0501,TS. Phan Nhật An,VL,2022-01-15,2023-05-30
582,C22205104,Ứng dụng chuyên ngành VL,3,2,2022-2023,VL01,T5(6-8)-P.cs2:B204,GV0502,ThS. Vũ Thị Bích,VL,2022-01-15,2023-05-30
583,C22205105,Seminar học thuật VL,2,2,2022-2023,VL01,T6(6-7)-P.cs2:B205,GV0601,TS. Vũ Minh Dũng,VL,2022-01-15,2023-05-30
584,C22205106,Dự án học phần VL,2,2,2022-2023,VL01,T7(6-7)-P.cs2:B206,GV0602,ThS. Võ Thanh Giang,VL,2022-01-15,2023-05-30
585,C22205201,Cơ sở ngành chuyên sâu VL,4,2,2022-2023,VL02,T2(6-9)-P.cs2:B201,GV0701,TS. Võ Anh Long,VL,2022-01-15,2023-05-30
586,C22205202,Phương pháp nghiên cứu chuyên ngành VL,3,2,2022-2023,VL02,T3(6-8)-P.cs2:B202,GV0702,ThS. Đặng Phương Hương,VL,2022-01-15,2023-05-30
587,C22205203,Thực hành cơ sở chuyên ngành VL,3,2,2022-2023,VL02,T4(6-8)-P.cs2:B203,GV0801,TS. Đặng Hữu Quân,VL,2022-01-15,2023-05-30
588,C22205204,Ứng dụng chuyên ngành VL,3,2,2022-2023,VL02,T5(6-8)-P.cs2:B204,GV0802,ThS. Bùi Bảo Mai,VL,2022-01-15,2023-05-30
589,C22205205,Seminar học thuật VL,2,2,2022-2023,VL02,T6(6-7)-P.cs2:B205,GV0901,TS. Bùi Tuấn Việt,VL,2022-01-15,2023-05-30
590,C22205301,Cơ sở ngành chuyên sâu VL,4,2,2022-2023,VL03,T2(6-9)-P.cs2:B201,GV0902,ThS. Đỗ Mỹ Thảo,VL,2022-01-15,2023-05-30
591,C22205302,Phương pháp nghiên cứu chuyên ngành VL,3,2,2022-2023,VL03,T3(6-8)-P.cs2:B202,GV1001,TS. Đỗ Bảo Đạt,VL,2022-01-15,2023-05-30
592,C22205303,Thực hành cơ sở chuyên ngành VL,3,2,2022-2023,VL03,T4(6-8)-P.cs2:B203,GV1002,ThS. Hồ Khánh Anh,VL,2022-01-15,2023-05-30
593,C22205304,Ứng dụng chuyên ngành VL,3,2,2022-2023,VL03,T5(6-8)-P.cs2:B204,GV1101,TS. Hồ Nhật Cường,VL,2022-01-15,2023-05-30
594,C22205305,Seminar học thuật VL,2,2,2022-2023,VL03,T6(6-7)-P.cs2:B205,GV1102,ThS. Ngô Thị Dung,VL,2022-01-15,2023-05-30
595,C22205306,Dự án học phần VL,2,2,2022-2023,VL03,T7(6-7)-P.cs2:B206,GV0101,TS. Lê Anh Hải,VL,2022-01-15,2023-05-30
596,C22205401,Cơ sở ngành chuyên sâu VL,4,2,2022-2023,VL04,T2(6-9)-P.cs2:B201,GV0102,ThS. Phạm Phương Hà,VL,2022-01-15,2023-05-30
597,C22205402,Phương pháp nghiên cứu chuyên ngành VL,3,2,2022-2023,VL04,T3(6-8)-P.cs2:B202,GV0201,TS. Phạm Hữu Nam,VL,2022-01-15,2023-05-30
598,C22205403,Thực hành cơ sở chuyên ngành VL,3,2,2022-2023,VL04,T4(6-8)-P.cs2:B203,GV0202,ThS. Hoàng Bảo Lan,VL,2022-01-15,2023-05-30
599,C22205404,Ứng dụng chuyên ngành VL,3,2,2022-2023,VL04,T5(6-8)-P.cs2:B204,GV0301,TS. Hoàng Tuấn Sơn,VL,2022-01-15,2023-05-30
600,C22205405,Seminar học thuật VL,2,2,2022-2023,VL04,T6(6-7)-P.cs2:B205,GV0302,ThS. Huỳnh Mỹ My,VL,2022-01-15,2023-05-30
601,C22205501,Cơ sở ngành chuyên sâu VL,4,2,2022-2023,VL05,T2(6-9)-P.cs2:B201,GV0401,TS. Huỳnh Bảo Huy,VL,2022-01-15,2023-05-30
602,C22205502,Phương pháp nghiên cứu chuyên ngành VL,3,2,2022-2023,VL05,T3(6-8)-P.cs2:B202,GV0402,ThS. Phan Khánh Trang,VL,2022-01-15,2023-05-30
603,C22205503,Thực hành cơ sở chuyên ngành VL,3,2,2022-2023,VL05,T4(6-8)-P.cs2:B203,GV0501,TS. Phan Nhật An,VL,2022-01-15,2023-05-30
604,C22205504,Ứng dụng chuyên ngành VL,3,2,2022-2023,VL05,T5(6-8)-P.cs2:B204,GV0502,ThS. Vũ Thị Bích,VL,2022-01-15,2023-05-30
605,C22205505,Seminar học thuật VL,2,2,2022-2023,VL05,T6(6-7)-P.cs2:B205,GV0601,TS. Vũ Minh Dũng,VL,2022-01-15,2023-05-30
606,C22205506,Dự án học phần VL,2,2,2022-2023,VL05,T7(6-7)-P.cs2:B206,GV0602,ThS. Võ Thanh Giang,VL,2022-01-15,2023-05-30
607,C23100101,Nhập môn chuyên ngành CNSH,4,1,2023-2024,CNSH01,T2(1-4)-P.cs2:A101,GV0701,TS. Võ Anh Long,CNSH,2023-08-15,2023-12-30
608,C23100102,Tư duy thuật toán CNSH,3,1,2023-2024,CNSH01,T3(1-3)-P.cs2:A102,GV0702,ThS. Đặng Phương Hương,CNSH,2023-08-15,2023-12-30
609,C23100103,Công cụ học tập số CNSH,3,1,2023-2024,CNSH01,T4(1-3)-P.cs2:A103,GV0801,TS. Đặng Hữu Quân,CNSH,2023-08-15,2023-12-30
610,C23100104,Kỹ năng học thuật CNSH,3,1,2023-2024,CNSH01,T5(1-3)-P.cs2:A104,GV0802,ThS. Bùi Bảo Mai,CNSH,2023-08-15,2023-12-30
611,C23100105,Thực hành nền tảng CNSH,2,1,2023-2024,CNSH01,T6(1-2)-P.cs2:A105,GV0901,TS. Bùi Tuấn Việt,CNSH,2023-08-15,2023-12-30
612,C23100106,Seminar định hướng CNSH,2,1,2023-2024,CNSH01,T7(1-2)-P.cs2:A106,GV0902,ThS. Đỗ Mỹ Thảo,CNSH,2023-08-15,2023-12-30
613,C23100201,Nhập môn chuyên ngành CNSH,4,1,2023-2024,CNSH02,T2(1-4)-P.cs2:A101,GV1001,TS. Đỗ Bảo Đạt,CNSH,2023-08-15,2023-12-30
614,C23100202,Tư duy thuật toán CNSH,3,1,2023-2024,CNSH02,T3(1-3)-P.cs2:A102,GV1002,ThS. Hồ Khánh Anh,CNSH,2023-08-15,2023-12-30
615,C23100203,Công cụ học tập số CNSH,3,1,2023-2024,CNSH02,T4(1-3)-P.cs2:A103,GV1101,TS. Hồ Nhật Cường,CNSH,2023-08-15,2023-12-30
616,C23100204,Kỹ năng học thuật CNSH,3,1,2023-2024,CNSH02,T5(1-3)-P.cs2:A104,GV1102,ThS. Ngô Thị Dung,CNSH,2023-08-15,2023-12-30
617,C23100205,Thực hành nền tảng CNSH,2,1,2023-2024,CNSH02,T6(1-2)-P.cs2:A105,GV0101,TS. Lê Anh Hải,CNSH,2023-08-15,2023-12-30
618,C23100301,Nhập môn chuyên ngành CNSH,4,1,2023-2024,CNSH03,T2(1-4)-P.cs2:A101,GV0102,ThS. Phạm Phương Hà,CNSH,2023-08-15,2023-12-30
619,C23100302,Tư duy thuật toán CNSH,3,1,2023-2024,CNSH03,T3(1-3)-P.cs2:A102,GV0201,TS. Phạm Hữu Nam,CNSH,2023-08-15,2023-12-30
620,C23100303,Công cụ học tập số CNSH,3,1,2023-2024,CNSH03,T4(1-3)-P.cs2:A103,GV0202,ThS. Hoàng Bảo Lan,CNSH,2023-08-15,2023-12-30
621,C23100304,Kỹ năng học thuật CNSH,3,1,2023-2024,CNSH03,T5(1-3)-P.cs2:A104,GV0301,TS. Hoàng Tuấn Sơn,CNSH,2023-08-15,2023-12-30
622,C23100305,Thực hành nền tảng CNSH,2,1,2023-2024,CNSH03,T6(1-2)-P.cs2:A105,GV0302,ThS. Huỳnh Mỹ My,CNSH,2023-08-15,2023-12-30
623,C23100306,Seminar định hướng CNSH,2,1,2023-2024,CNSH03,T7(1-2)-P.cs2:A106,GV0401,TS. Huỳnh Bảo Huy,CNSH,2023-08-15,2023-12-30
624,C23100401,Nhập môn chuyên ngành CNSH,4,1,2023-2024,CNSH04,T2(1-4)-P.cs2:A101,GV0402,ThS. Phan Khánh Trang,CNSH,2023-08-15,2023-12-30
625,C23100402,Tư duy thuật toán CNSH,3,1,2023-2024,CNSH04,T3(1-3)-P.cs2:A102,GV0501,TS. Phan Nhật An,CNSH,2023-08-15,2023-12-30
626,C23100403,Công cụ học tập số CNSH,3,1,2023-2024,CNSH04,T4(1-3)-P.cs2:A103,GV0502,ThS. Vũ Thị Bích,CNSH,2023-08-15,2023-12-30
627,C23100404,Kỹ năng học thuật CNSH,3,1,2023-2024,CNSH04,T5(1-3)-P.cs2:A104,GV0601,TS. Vũ Minh Dũng,CNSH,2023-08-15,2023-12-30
628,C23100405,Thực hành nền tảng CNSH,2,1,2023-2024,CNSH04,T6(1-2)-P.cs2:A105,GV0602,ThS. Võ Thanh Giang,CNSH,2023-08-15,2023-12-30
629,C23100501,Nhập môn chuyên ngành CNSH,4,1,2023-2024,CNSH05,T2(1-4)-P.cs2:A101,GV0701,TS. Võ Anh Long,CNSH,2023-08-15,2023-12-30
630,C23100502,Tư duy thuật toán CNSH,3,1,2023-2024,CNSH05,T3(1-3)-P.cs2:A102,GV0702,ThS. Đặng Phương Hương,CNSH,2023-08-15,2023-12-30
631,C23100503,Công cụ học tập số CNSH,3,1,2023-2024,CNSH05,T4(1-3)-P.cs2:A103,GV0801,TS. Đặng Hữu Quân,CNSH,2023-08-15,2023-12-30
632,C23100504,Kỹ năng học thuật CNSH,3,1,2023-2024,CNSH05,T5(1-3)-P.cs2:A104,GV0802,ThS. Bùi Bảo Mai,CNSH,2023-08-15,2023-12-30
633,C23100505,Thực hành nền tảng CNSH,2,1,2023-2024,CNSH05,T6(1-2)-P.cs2:A105,GV0901,TS. Bùi Tuấn Việt,CNSH,2023-08-15,2023-12-30
634,C23100506,Seminar định hướng CNSH,2,1,2023-2024,CNSH05,T7(1-2)-P.cs2:A106,GV0902,ThS. Đỗ Mỹ Thảo,CNSH,2023-08-15,2023-12-30
635,C23100601,Nhập môn chuyên ngành CNTT,4,1,2023-2024,CNTT01,T2(1-4)-P.cs2:A101,GV1001,TS. Đỗ Bảo Đạt,CNTT,2023-08-15,2023-12-30
636,C23100602,Tư duy thuật toán CNTT,3,1,2023-2024,CNTT01,T3(1-3)-P.cs2:A102,GV1002,ThS. Hồ Khánh Anh,CNTT,2023-08-15,2023-12-30
637,C23100603,Công cụ học tập số CNTT,3,1,2023-2024,CNTT01,T4(1-3)-P.cs2:A103,GV1101,TS. Hồ Nhật Cường,CNTT,2023-08-15,2023-12-30
638,C23100604,Kỹ năng học thuật CNTT,3,1,2023-2024,CNTT01,T5(1-3)-P.cs2:A104,GV1102,ThS. Ngô Thị Dung,CNTT,2023-08-15,2023-12-30
639,C23100605,Thực hành nền tảng CNTT,2,1,2023-2024,CNTT01,T6(1-2)-P.cs2:A105,GV0101,TS. Lê Anh Hải,CNTT,2023-08-15,2023-12-30
640,C23100701,Nhập môn chuyên ngành CNTT,4,1,2023-2024,CNTT02,T2(1-4)-P.cs2:A101,GV0102,ThS. Phạm Phương Hà,CNTT,2023-08-15,2023-12-30
641,C23100702,Tư duy thuật toán CNTT,3,1,2023-2024,CNTT02,T3(1-3)-P.cs2:A102,GV0201,TS. Phạm Hữu Nam,CNTT,2023-08-15,2023-12-30
642,C23100703,Công cụ học tập số CNTT,3,1,2023-2024,CNTT02,T4(1-3)-P.cs2:A103,GV0202,ThS. Hoàng Bảo Lan,CNTT,2023-08-15,2023-12-30
643,C23100704,Kỹ năng học thuật CNTT,3,1,2023-2024,CNTT02,T5(1-3)-P.cs2:A104,GV0301,TS. Hoàng Tuấn Sơn,CNTT,2023-08-15,2023-12-30
644,C23100705,Thực hành nền tảng CNTT,2,1,2023-2024,CNTT02,T6(1-2)-P.cs2:A105,GV0302,ThS. Huỳnh Mỹ My,CNTT,2023-08-15,2023-12-30
645,C23100706,Seminar định hướng CNTT,2,1,2023-2024,CNTT02,T7(1-2)-P.cs2:A106,GV0401,TS. Huỳnh Bảo Huy,CNTT,2023-08-15,2023-12-30
646,C23100801,Nhập môn chuyên ngành CNTT,4,1,2023-2024,CNTT03,T2(1-4)-P.cs2:A101,GV0402,ThS. Phan Khánh Trang,CNTT,2023-08-15,2023-12-30
647,C23100802,Tư duy thuật toán CNTT,3,1,2023-2024,CNTT03,T3(1-3)-P.cs2:A102,GV0501,TS. Phan Nhật An,CNTT,2023-08-15,2023-12-30
648,C23100803,Công cụ học tập số CNTT,3,1,2023-2024,CNTT03,T4(1-3)-P.cs2:A103,GV0502,ThS. Vũ Thị Bích,CNTT,2023-08-15,2023-12-30
649,C23100804,Kỹ năng học thuật CNTT,3,1,2023-2024,CNTT03,T5(1-3)-P.cs2:A104,GV0601,TS. Vũ Minh Dũng,CNTT,2023-08-15,2023-12-30
650,C23100805,Thực hành nền tảng CNTT,2,1,2023-2024,CNTT03,T6(1-2)-P.cs2:A105,GV0602,ThS. Võ Thanh Giang,CNTT,2023-08-15,2023-12-30
651,C23100901,Nhập môn chuyên ngành CNTT,4,1,2023-2024,CNTT04,T2(1-4)-P.cs2:A101,GV0701,TS. Võ Anh Long,CNTT,2023-08-15,2023-12-30
652,C23100902,Tư duy thuật toán CNTT,3,1,2023-2024,CNTT04,T3(1-3)-P.cs2:A102,GV0702,ThS. Đặng Phương Hương,CNTT,2023-08-15,2023-12-30
653,C23100903,Công cụ học tập số CNTT,3,1,2023-2024,CNTT04,T4(1-3)-P.cs2:A103,GV0801,TS. Đặng Hữu Quân,CNTT,2023-08-15,2023-12-30
654,C23100904,Kỹ năng học thuật CNTT,3,1,2023-2024,CNTT04,T5(1-3)-P.cs2:A104,GV0802,ThS. Bùi Bảo Mai,CNTT,2023-08-15,2023-12-30
655,C23100905,Thực hành nền tảng CNTT,2,1,2023-2024,CNTT04,T6(1-2)-P.cs2:A105,GV0901,TS. Bùi Tuấn Việt,CNTT,2023-08-15,2023-12-30
656,C23100906,Seminar định hướng CNTT,2,1,2023-2024,CNTT04,T7(1-2)-P.cs2:A106,GV0902,ThS. Đỗ Mỹ Thảo,CNTT,2023-08-15,2023-12-30
657,C23101001,Nhập môn chuyên ngành CNTT,4,1,2023-2024,CNTT05,T2(1-4)-P.cs2:A101,GV1001,TS. Đỗ Bảo Đạt,CNTT,2023-08-15,2023-12-30
658,C23101002,Tư duy thuật toán CNTT,3,1,2023-2024,CNTT05,T3(1-3)-P.cs2:A102,GV1002,ThS. Hồ Khánh Anh,CNTT,2023-08-15,2023-12-30
659,C23101003,Công cụ học tập số CNTT,3,1,2023-2024,CNTT05,T4(1-3)-P.cs2:A103,GV1101,TS. Hồ Nhật Cường,CNTT,2023-08-15,2023-12-30
660,C23101004,Kỹ năng học thuật CNTT,3,1,2023-2024,CNTT05,T5(1-3)-P.cs2:A104,GV1102,ThS. Ngô Thị Dung,CNTT,2023-08-15,2023-12-30
661,C23101005,Thực hành nền tảng CNTT,2,1,2023-2024,CNTT05,T6(1-2)-P.cs2:A105,GV0101,TS. Lê Anh Hải,CNTT,2023-08-15,2023-12-30
662,C23101101,Nhập môn chuyên ngành DC,4,1,2023-2024,DC01,T2(1-4)-P.cs2:A101,GV0102,ThS. Phạm Phương Hà,DC,2023-08-15,2023-12-30
663,C23101102,Tư duy thuật toán DC,3,1,2023-2024,DC01,T3(1-3)-P.cs2:A102,GV0201,TS. Phạm Hữu Nam,DC,2023-08-15,2023-12-30
664,C23101103,Công cụ học tập số DC,3,1,2023-2024,DC01,T4(1-3)-P.cs2:A103,GV0202,ThS. Hoàng Bảo Lan,DC,2023-08-15,2023-12-30
665,C23101104,Kỹ năng học thuật DC,3,1,2023-2024,DC01,T5(1-3)-P.cs2:A104,GV0301,TS. Hoàng Tuấn Sơn,DC,2023-08-15,2023-12-30
666,C23101105,Thực hành nền tảng DC,2,1,2023-2024,DC01,T6(1-2)-P.cs2:A105,GV0302,ThS. Huỳnh Mỹ My,DC,2023-08-15,2023-12-30
667,C23101106,Seminar định hướng DC,2,1,2023-2024,DC01,T7(1-2)-P.cs2:A106,GV0401,TS. Huỳnh Bảo Huy,DC,2023-08-15,2023-12-30
668,C23101201,Nhập môn chuyên ngành DC,4,1,2023-2024,DC02,T2(1-4)-P.cs2:A101,GV0402,ThS. Phan Khánh Trang,DC,2023-08-15,2023-12-30
669,C23101202,Tư duy thuật toán DC,3,1,2023-2024,DC02,T3(1-3)-P.cs2:A102,GV0501,TS. Phan Nhật An,DC,2023-08-15,2023-12-30
670,C23101203,Công cụ học tập số DC,3,1,2023-2024,DC02,T4(1-3)-P.cs2:A103,GV0502,ThS. Vũ Thị Bích,DC,2023-08-15,2023-12-30
671,C23101204,Kỹ năng học thuật DC,3,1,2023-2024,DC02,T5(1-3)-P.cs2:A104,GV0601,TS. Vũ Minh Dũng,DC,2023-08-15,2023-12-30
672,C23101205,Thực hành nền tảng DC,2,1,2023-2024,DC02,T6(1-2)-P.cs2:A105,GV0602,ThS. Võ Thanh Giang,DC,2023-08-15,2023-12-30
673,C23101301,Nhập môn chuyên ngành DC,4,1,2023-2024,DC03,T2(1-4)-P.cs2:A101,GV0701,TS. Võ Anh Long,DC,2023-08-15,2023-12-30
674,C23101302,Tư duy thuật toán DC,3,1,2023-2024,DC03,T3(1-3)-P.cs2:A102,GV0702,ThS. Đặng Phương Hương,DC,2023-08-15,2023-12-30
675,C23101303,Công cụ học tập số DC,3,1,2023-2024,DC03,T4(1-3)-P.cs2:A103,GV0801,TS. Đặng Hữu Quân,DC,2023-08-15,2023-12-30
676,C23101304,Kỹ năng học thuật DC,3,1,2023-2024,DC03,T5(1-3)-P.cs2:A104,GV0802,ThS. Bùi Bảo Mai,DC,2023-08-15,2023-12-30
677,C23101305,Thực hành nền tảng DC,2,1,2023-2024,DC03,T6(1-2)-P.cs2:A105,GV0901,TS. Bùi Tuấn Việt,DC,2023-08-15,2023-12-30
678,C23101306,Seminar định hướng DC,2,1,2023-2024,DC03,T7(1-2)-P.cs2:A106,GV0902,ThS. Đỗ Mỹ Thảo,DC,2023-08-15,2023-12-30
679,C23101401,Nhập môn chuyên ngành DC,4,1,2023-2024,DC04,T2(1-4)-P.cs2:A101,GV1001,TS. Đỗ Bảo Đạt,DC,2023-08-15,2023-12-30
680,C23101402,Tư duy thuật toán DC,3,1,2023-2024,DC04,T3(1-3)-P.cs2:A102,GV1002,ThS. Hồ Khánh Anh,DC,2023-08-15,2023-12-30
681,C23101403,Công cụ học tập số DC,3,1,2023-2024,DC04,T4(1-3)-P.cs2:A103,GV1101,TS. Hồ Nhật Cường,DC,2023-08-15,2023-12-30
682,C23101404,Kỹ năng học thuật DC,3,1,2023-2024,DC04,T5(1-3)-P.cs2:A104,GV1102,ThS. Ngô Thị Dung,DC,2023-08-15,2023-12-30
683,C23101405,Thực hành nền tảng DC,2,1,2023-2024,DC04,T6(1-2)-P.cs2:A105,GV0101,TS. Lê Anh Hải,DC,2023-08-15,2023-12-30
